Angles: 91
Range[deg]: 180
Resolution[deg]: 2
Frequencies: 201
f_low[GHz]: 1,5
f_high[GHz]: 3,5
Power_level[dBm]: 10
Sweep_time[s]: 0,3

18	-54,003	-48,683	-52,366	-49,304	-54,498	-57,61	-62,427	-50,109	-53,116	-47,4	-50,776	-46,865	-48,23	-57,277	-52,973	-57,272	-48,527	-48,507	-47,436	-47,977	-47,623	-45,986	-44,47	-48,881	-51,284	-48,658	-49,062	-52,748	-52,748	-49,455	-47,928	-47,387	-49,238	-51,444	-52,372	-50,927	-58,302	-50,809	-60,686	-50,422	-50,232	-51,243	-59,645	-49,691	-48,669	-47,447	-51,573	-51,081	-49,274	-49,032	-47,34	-44,439	-47,873	-48,856	-45,461	-46,337	-50,644	-51,88	-51,265	-47,513	-48,093	-49,548	-44,324	-45,016	-46,81	-45,739	-49,018	-46,365	-47,112	-44,176	-44,135	-45,115	-42,492	-42,602	-48,403	-48,647	-49,754	-47,661	-49,62	-47,101	-46,686	-51,207	-45,148	-42,745	-43,599	-44,981	-44,593	-41,413	-44,687	-52,009	-45,986	-48,436	-49,51	-46,667	-49,411	-50,254	-48,296	-42,374	-43,528	-48,532	-55,058	-47,562	-47,332	-46,673	-44,349	-46,857	-38,603	-45,843	-54,476	-52,446	-55,912	-52,94	-50,625	-47,678	-50,889	-56,819	-51,573	-49,373	-46,535	-47,958	-49,158	-52,221	-51,573	-48,914	-51,1	-54,05	-47,799	-48,678	-60,505	-50,529	-51,935	-52,067	-50,098	-47,315	-51,699	-55,498	-57,233	-51,358	-51,01	-51,086	-55,025	-48,483	-48,56	-48,411	-51,012	-48,389	-48,892	-50,625	-55,292	-55,294	-49,675	-52,789	-49,252	-55,366	-49,238	-47,837	-50,392	-49,655	-58,047	-56,945	-56,907	-52,608	-55,585	-55,347	-50,051	-53,482	-53,223	-45,016	-45,121	-52,68	-53,852	-50,71	-46,09	-50,499	-49,642	-54,122	-49,914	-50,9	-54,446	-50,749	-54,064	-51,361	-51,998	-62,378	-54,201	-50,696	-49,977	-49,101	-48,145	-54,468	-50,243	-47,617	-47,79	-49,114	-51,29	-57,071	-53,111	-48,749	-44,445	-49,167	-61,807
20	-49,666	-49,925	-54,289	-51,358	-52,792	-51,671	-51,523	-49,765	-49,076	-47,648	-50,435	-46,936	-48,661	-54,352	-49,971	-51,493	-50,691	-48,875	-46,678	-46,925	-47,714	-46,239	-45,728	-48,82	-53,729	-49,518	-48,408	-51,52	-53,784	-55,684	-47,167	-47,216	-46,958	-52,605	-51,504	-52,427	-54,031	-53,177	-59,17	-59,175	-53,287	-51,281	-54,52	-51,284	-46,854	-46,604	-53,641	-49,793	-50,534	-47,911	-48,018	-44,882	-47,587	-46,758	-45,461	-45,56	-49,098	-50,776	-50,254	-47,038	-49,515	-46,903	-44,107	-45,86	-46,022	-45,17	-48,543	-45,7	-45,843	-44,107	-45,247	-45,302	-42,179	-42,456	-47,255	-47,225	-53,528	-46,741	-55,899	-51,652	-46,714	-50,518	-43,206	-42,616	-42,918	-43,357	-45,055	-41,366	-44,181	-53,204	-44,997	-44,459	-44,31	-43,843	-49,658	-49,397	-47,365	-43,695	-43,577	-49,925	-49,925	-46,302	-45,016	-47,142	-43,997	-44,775	-39,331	-44,261	-58,181	-51,562	-54,352	-51,353	-58,129	-47,499	-48,502	-54,391	-49,644	-49,515	-50,131	-47,859	-52,929	-55,086	-54,498	-51,358	-48,768	-48,881	-46,041	-49,878	-57,538	-50,63	-54,536	-51,847	-51,482	-49,139	-51,968	-53,05	-63,625	-54,819	-50,633	-56,099	-63,823	-50,784	-50,265	-47,774	-56,127	-51,507	-55,901	-49,919	-55,311	-52,38	-50,913	-49,414	-50,713	-55,237	-48,746	-49,933	-52,614	-53,795	-51,281	-55,404	-51,625	-50,147	-62,092	-59,928	-55,945	-52,776	-58,686	-43,747	-45,365	-55,264	-48,763	-49,587	-45,862	-48,455	-52,232	-51,163	-48,549	-58,675	-52,009	-52,517	-53,715	-52,166	-52,015	-50,534	-56,94	-59,456	-49,614	-49,205	-48,494	-52,913	-49,106	-47,005	-49,881	-53,764	-52,484	-50,468	-50,735	-61,834	-46,92	-51,465	-50,545
22	-49,183	-51,402	-51,413	-54,369	-50,175	-59	-52,844	-48,175	-55,528	-46,565	-49,243	-47,42	-50,765	-50,724	-50,584	-48,944	-52,27	-48,614	-48,054	-46,261	-47,595	-46,002	-44,967	-49,842	-53,773	-48,082	-49,466	-50,114	-52,715	-50,573	-46,81	-47,063	-48,513	-49,639	-51,748	-51,658	-49,982	-52,949	-51,496	-52,111	-51,106	-60,815	-55,146	-48,406	-48,911	-46,288	-52,789	-52,056	-49,427	-49,416	-48,186	-44,997	-48,208	-46,697	-45,258	-46,912	-49,611	-50,414	-49,106	-48,444	-49,581	-49,09	-45,931	-44,03	-46,137	-46,239	-46,288	-46,217	-45,846	-43,489	-44,648	-44,706	-42,874	-41,355	-45,722	-48,109	-52,399	-47,714	-51,117	-47,898	-47,442	-48,142	-43,657	-42,981	-42,212	-42,745	-48,337	-40,965	-43,132	-54,591	-43,206	-43,407	-43,171	-43,745	-53,199	-48,738	-46,038	-41,616	-43	-46,546	-50,034	-48,175	-46,109	-50,598	-44,346	-51,748	-38,63	-45,909	-52,075	-47,648	-52,894	-52,405	-57,472	-50,534	-51,842	-57,321	-50,023	-46,442	-47,019	-49,013	-53,377	-54,234	-53,498	-55,764	-49,024	-49,287	-50,559	-64,504	-50,389	-51,809	-52,6	-51,743	-50,993	-47,252	-57,159	-55,319	-53,633	-58,557	-53,737	-55,182	-52,125	-49,224	-50,378	-52,138	-59,362	-51,685	-48,925	-47,637	-53,825	-53,693	-53,402	-51,339	-53,817	-52,495	-51,037	-52,589	-52,729	-51,141	-52,086	-52,528	-52,537	-54,182	-58,491	-53,237	-48,543	-55,635	-53,981	-46,634	-47,538	-51,866	-51,812	-47,977	-45,203	-48,507	-50,364	-55,596	-47,219	-51,919	-51,213	-50,603	-49,095	-50,32	-58,478	-52,608	-49,01	-52,322	-48,856	-48,34	-48,164	-53,77	-49,4	-46,546	-46,252	-50,227	-50,449	-58,272	-56,629	-48,45	-47,035	-48,06	-50,251
24	-48,485	-49,785	-51,682	-52,413	-49,252	-59,392	-52,383	-49,993	-52,787	-48,982	-48,29	-46,824	-49,513	-56,577	-61,636	-50,12	-49,958	-50,496	-47,933	-46,725	-45,791	-46,818	-44,209	-48,474	-50,197	-48,856	-49,081	-50,468	-51,971	-51,089	-45,843	-47,516	-49,059	-49,639	-48,749	-51,677	-53,948	-50,518	-53,083	-49,658	-49,364	-55,986	-50,96	-49,046	-48,76	-47,359	-50,82	-52,034	-48,966	-49,48	-48,903	-44,45	-46,34	-47,236	-45,016	-46,722	-51,982	-51,721	-48,98	-46,461	-47,994	-47,071	-44,651	-44,069	-46,244	-46,398	-48,414	-45,299	-45,588	-43,761	-44,385	-44,827	-41,973	-41,421	-47,497	-50,878	-54,069	-45,604	-52,553	-47,859	-46,37	-48,98	-44,047	-42,742	-42,544	-44,819	-45,354	-40,012	-42,33	-50,787	-43,061	-43,648	-42,781	-44,728	-50,419	-48,235	-44,797	-41,487	-42,951	-47,777	-47,225	-47,898	-47,461	-49,114	-44,783	-46,579	-38,122	-45,165	-46,994	-47,321	-51,696	-50,023	-59,09	-46,428	-53,789	-55,308	-54,731	-46,016	-45,788	-48,76	-50,889	-55,141	-52,712	-53,089	-50,93	-50,364	-49,282	-56,572	-50,685	-49,697	-52,537	-55,432	-48,068	-52,523	-54,759	-54,657	-52,408	-51,273	-52,062	-51,438	-51,21	-49,919	-52,141	-48,386	-55,033	-53,212	-50,576	-50,422	-58,343	-55,835	-50,342	-53,113	-58,472	-52,715	-48,749	-55,932	-56,852	-52,086	-57,593	-55,618	-56,182	-53,284	-51,202	-53,042	-46,912	-54,355	-55,47	-48,529	-45,524	-56,725	-53,081	-46,689	-45,48	-50,79	-56,055	-49,6	-47,576	-52,265	-50,312	-51,174	-49,109	-55,599	-53,806	-52,339	-55,173	-50,941	-48,7	-46,398	-47,73	-55,454	-51,303	-46,063	-50,823	-53,119	-50,21	-53,083	-53,891	-52,932	-45,557	-48,054	-50,735
26	-48,944	-49,98	-50,045	-55,36	-52,57	-55,143	-52,8	-49,683	-48,345	-46,296	-47,527	-48,04	-48,09	-51,699	-54,292	-48,834	-48,713	-48,57	-47,128	-45,459	-46,304	-45,862	-44,47	-49,944	-51,004	-51,133	-47,645	-52,441	-53,067	-51,625	-45,645	-45,958	-49,394	-48,191	-47,538	-47,626	-53,877	-52,193	-51,284	-50,348	-50,515	-50,045	-61,109	-48,323	-48,551	-47,422	-50,891	-51,27	-50,76	-47,774	-46,379	-45,176	-46,994	-47,024	-44,665	-47,722	-51,309	-47,291	-50,938	-47,656	-48,711	-49,568	-44,769	-43,278	-46,332	-45,049	-46,178	-44,574	-44,434	-43,431	-44,157	-45,489	-41,907	-40,957	-47,28	-47,678	-47,884	-48,658	-54,292	-45,914	-48,057	-46,587	-42,025	-40,822	-42,272	-42,794	-46,033	-40,792	-42,824	-48,488	-42,638	-43,475	-43,621	-43,624	-50,727	-50,988	-49,644	-42,086	-42,893	-46,063	-49,046	-47,063	-46,607	-48,628	-42,772	-48,191	-38,361	-44,791	-48,175	-50,578	-52,506	-47,777	-53,281	-46,736	-48,733	-51,427	-52,561	-47,035	-45,788	-49,488	-49,837	-54,921	-55,017	-61,744	-51,666	-51,845	-56,401	-50,96	-55,827	-49,669	-50,411	-53,097	-48,713	-49,227	-52,712	-56,533	-54,36	-53,531	-50,9	-53,88	-53,589	-49,12	-54,303	-50,078	-56,786	-51,608	-50,117	-48,079	-49,815	-54,045	-51,449	-53,402	-62,82	-63,081	-49,139	-51,641	-61,128	-59,447	-54,748	-56,775	-62,076	-53,471	-52,333	-49,719	-50,378	-52,331	-59,178	-45,022	-46,538	-52,278	-59,73	-48,966	-46,815	-49,867	-49,708	-48,312	-45,181	-56,217	-49,254	-48,452	-50,633	-49,79	-57,909	-49,232	-53,547	-54,034	-48,194	-48,961	-51,4	-53,525	-52,427	-46,802	-50,993	-53,086	-49,342	-53,075	-50,966	-50,968	-45,651	-47,617	-52,482
28	-49,713	-52,215	-57,662	-52,748	-52,506	-50,331	-49,991	-49,735	-55,314	-47,052	-48,818	-46,571	-48,774	-55,698	-49,977	-52,949	-49,167	-49,304	-47,321	-45,7	-46,142	-46,178	-44,755	-48,131	-54,446	-47,595	-50,293	-51,257	-55,239	-49,342	-46,192	-45,612	-51,435	-48,238	-51,081	-49,032	-53,748	-54,371	-55,923	-50,353	-48,213	-50,908	-53,58	-47,021	-46,173	-47,612	-54,289	-50,353	-49,051	-48,235	-48,4	-45,123	-46,719	-46,733	-44,192	-45,697	-51,639	-50,018	-50,655	-46,944	-47,359	-48,444	-45,231	-43,102	-45,615	-44,915	-46,607	-45,942	-44,939	-45,025	-44,832	-43,816	-41,19	-40,66	-46,06	-46,758	-53,141	-47,329	-63,683	-46,692	-45,371	-45,989	-41,487	-40,718	-40,633	-42,731	-45,566	-41,061	-43,555	-53,289	-41,413	-42,5	-42,528	-42,281	-50,622	-50,74	-47,807	-42,838	-43,357	-44,684	-49,806	-47,008	-47,244	-45,612	-40,979	-46,283	-37,922	-43,506	-47,884	-45,711	-49,985	-48,057	-51,108	-45,703	-49,216	-51,518	-55,827	-47,59	-46,711	-49,164	-53,438	-61,131	-55,259	-54,193	-47,587	-53,534	-52,71	-52,49	-57,321	-53,907	-48,884	-54,426	-50,284	-49,169	-54,075	-52,836	-52,152	-61,667	-53,388	-51,96	-52,581	-50,254	-51,372	-50,622	-53,916	-53,542	-50,977	-50,194	-54,168	-49,996	-51,232	-50,889	-52,924	-58,89	-52,424	-47,56	-51,372	-51,136	-50,933	-54,248	-53,94	-54,586	-54,264	-49,944	-47,499	-53,124	-55,506	-46,464	-46,252	-53,751	-52,24	-51,172	-46,211	-48,049	-50,845	-49,485	-45,799	-51,196	-50,977	-48,999	-49,672	-50,867	-55,102	-48,917	-59,189	-55,574	-47,933	-47,466	-50,359	-51,103	-51,328	-46,925	-51,323	-50,323	-52,193	-53,872	-58,063	-48,158	-46,077	-47,656	-52,27
30	-48,939	-50,949	-50,249	-52,122	-57,179	-54,822	-51,883	-48,829	-51,976	-46,326	-49,474	-47,573	-48,093	-60,071	-50,872	-48,65	-48,952	-47,639	-46,34	-45,217	-45,706	-45,596	-45,313	-48,483	-48,98	-49,491	-49,861	-49,353	-52,537	-50,9	-45,442	-45,313	-48,527	-49,408	-48,411	-49,584	-56,264	-51,004	-52,333	-52,207	-48,485	-48,744	-53,547	-48,315	-47,565	-47,076	-51,119	-49,411	-48,982	-47,293	-46,263	-45,448	-46,093	-48,109	-43,882	-46,711	-48,664	-50,617	-42,539	-45,47	-46,73	-46,986	-45,118	-44,071	-44,945	-44,937	-46,758	-45,791	-44,212	-44,588	-44,258	-45	-41,358	-41,349	-47,595	-45,791	-49,537	-48,787	-52,347	-49,293	-46,939	-46,425	-41,179	-39,792	-40,731	-42,245	-44,744	-40,374	-44,044	-50,002	-41,992	-41,314	-41,08	-41,613	-45,483	-55,011	-48,364	-42,673	-42,978	-45,939	-49,112	-45,824	-45,612	-45,497	-41,251	-44,588	-38,177	-42,671	-46,741	-45,645	-49,971	-47,955	-51,743	-48,158	-47,362	-52,174	-51,526	-47,672	-47,109	-51,726	-54,295	-58,123	-53,317	-53,177	-49,595	-52,097	-48,628	-50,636	-52,6	-57,689	-57,291	-55,053	-50,584	-48,785	-53,891	-50,856	-52,57	-53,303	-55,102	-55,352	-56,316	-52,748	-53,685	-48,82	-53,438	-50,251	-59,469	-51,229	-49,933	-52,487	-51,122	-51,259	-55,195	-52,482	-50,589	-52,553	-62,213	-50,078	-55,918	-53,039	-56,555	-52,158	-57,198	-51,592	-48,812	-52,622	-51,921	-44,835	-45,327	-55,954	-51,089	-47,48	-44,676	-48,304	-55,421	-51,01	-45,187	-55,454	-49,823	-49,68	-52,16	-48,538	-53,122	-50,869	-53,295	-54,102	-47,854	-46,093	-48,941	-60,741	-56,223	-49,334	-48,288	-49,232	-50,641	-54,171	-51,946	-51,386	-45,585	-46,549	-51,713
32	-47,933	-53,644	-52,369	-57,819	-49,644	-55,349	-52,663	-51,378	-50,578	-46,958	-48,776	-46,401	-47,109	-51,671	-49,427	-49,48	-49,455	-49,941	-45,7	-45,39	-45,143	-45,25	-44,824	-47,873	-50,622	-48,776	-49,076	-51,133	-52,278	-49,914	-45,016	-45,953	-48,109	-47,178	-47,258	-48,351	-51,001	-49,504	-52,105	-49,076	-49,482	-47,969	-59,236	-48,098	-46,557	-49,353	-51,375	-52,004	-49,782	-48,337	-47,725	-45,231	-46,077	-46,631	-43,907	-46,736	-47,92	-49,625	-50,164	-46,81	-46,933	-46,066	-44,478	-43,714	-45,195	-45,123	-48,005	-45,673	-44,346	-44,733	-44,379	-43,536	-40,94	-40,979	-47,84	-47,06	-48,43	-48,057	-50,889	-47,856	-45,881	-44,92	-41,803	-39,57	-40,218	-42,77	-43,701	-39,869	-43,132	-47,568	-41,594	-42,102	-41,94	-41,72	-45,706	-48,26	-48,672	-41,171	-43,245	-45,48	-47,406	-43,797	-46,013	-44,986	-40,424	-44,997	-37,37	-43,14	-46,134	-45,588	-52,062	-46,252	-54,083	-45,371	-48,178	-56,992	-65,207	-47,296	-46,538	-50,847	-57,489	-52,946	-59,571	-55,253	-52,366	-47,225	-51,564	-51,941	-53,46	-54,371	-55,701	-49,993	-50,595	-48,219	-51,803	-54,646	-54,553	-53,753	-51,908	-63,01	-53,795	-49,502	-50,622	-49,359	-57,261	-49,963	-61,54	-51,309	-53,245	-53,102	-54,652	-55,956	-56,36	-52,471	-49,658	-53,998	-53,704	-55,319	-52,987	-54,902	-56,728	-58,648	-60,678	-60,821	-48,005	-50,685	-62,642	-45,7	-46,409	-55,594	-48,881	-48,719	-45,821	-48,301	-57,747	-49,982	-46,082	-49,889	-54,369	-46,78	-49,142	-46,285	-51,628	-48,444	-54,083	-57,396	-47,722	-48,735	-48,801	-50,691	-49,524	-49,815	-48,271	-49,068	-57,352	-57,135	-52,6	-49,441	-45,159	-47,942	-51,295
34	-49,837	-51,652	-50,875	-49,955	-50,826	-50,858	-56,066	-52,182	-51,883	-45,643	-47,823	-46,12	-47,782	-49,903	-50,012	-48,958	-48,153	-48,853	-45,398	-45,45	-45,332	-45,566	-44,434	-47,678	-49,927	-49,57	-46,678	-49,037	-50,254	-49,197	-46,689	-45,195	-47,057	-47,395	-48,647	-48,45	-48,027	-48,735	-52,105	-48,837	-50,548	-48,106	-52,671	-50,674	-46,464	-47,659	-50,518	-48,472	-51,639	-47,768	-46,755	-44,429	-45,928	-46,494	-43,753	-46,689	-48,235	-49,307	-49,095	-46,78	-47,008	-47,648	-45,423	-43,022	-44,409	-45,203	-45,703	-44,613	-43,745	-43,767	-43,662	-43,536	-41,374	-40,869	-45,805	-47,725	-48,389	-47,911	-51,715	-46,42	-46,222	-45,272	-41,462	-39,41	-39,696	-41,262	-43,286	-39,8	-42,484	-48,29	-41,069	-41,652	-41,819	-41,275	-45,121	-48,532	-49,232	-41,174	-41,69	-45,588	-46,766	-44,547	-46,972	-44,893	-40,435	-44,917	-36,754	-42,209	-44,714	-44,747	-51,331	-46,62	-53,267	-45,774	-48,238	-50,565	-59,302	-46,406	-45,393	-50,609	-53,457	-52,995	-56,552	-52,556	-66,196	-52,023	-54,512	-52,311	-55,421	-49,941	-49,933	-50,468	-51,941	-49,455	-52,946	-52,594	-50,463	-50,301	-57,376	-52,38	-56,077	-50,688	-49,958	-49,853	-56,44	-49,903	-56,577	-51,188	-51,688	-56,761	-55,695	-51,312	-56,918	-54,561	-51,092	-49,881	-52,125	-50,795	-51,021	-55,616	-53,218	-55,149	-50,641	-57,332	-47,757	-62,658	-54,882	-46,324	-46,184	-51,007	-51,787	-47,807	-45,321	-47,28	-55,187	-47,076	-45,041	-50,271	-51,63	-49,106	-54,808	-48,491	-51,361	-48,307	-55,327	-53,473	-45,651	-45,239	-49,405	-55,426	-50,864	-47,48	-47,17	-51,96	-55,426	-54,251	-56,423	-51,809	-45,612	-51,27	-49,658
36	-47,782	-49,919	-51,581	-53,756	-50,556	-50,567	-53,064	-51,018	-50,191	-45,761	-50,883	-47,389	-47,128	-54,154	-49,62	-49,749	-47,694	-46,972	-45,041	-44,571	-45,088	-44,862	-44,091	-47,118	-51,622	-48,375	-46,513	-49,128	-49,54	-48,483	-45,818	-44,711	-48,197	-46,379	-46,719	-47,653	-50,996	-48,395	-51,875	-51,57	-47,906	-45,708	-56,061	-47,282	-47,241	-49,202	-51,444	-51,768	-48,884	-47,848	-46,821	-44,181	-45,98	-46,557	-43,607	-47,093	-47,074	-51,784	-49,892	-46,239	-49,705	-48,235	-44,805	-42,41	-44,39	-45,178	-45,373	-45,648	-43,984	-43,626	-43,448	-43,434	-41,481	-41,838	-46,197	-46,593	-48,274	-47,183	-48,002	-45,794	-45,612	-44,503	-41,182	-39,663	-40,124	-41,775	-42,569	-39,237	-42,014	-47,766	-40,775	-40,633	-40,734	-40,981	-45,294	-45,167	-45,728	-40,902	-42,242	-44,445	-45,912	-44,728	-46,53	-45,316	-41,215	-43,409	-37,562	-42,874	-43,695	-45,464	-50,254	-46,398	-53,545	-43,475	-49,622	-51,097	-53,814	-45,206	-44,72	-50,556	-61,244	-54,693	-55,231	-56,585	-51,671	-51,446	-55,783	-53,556	-57,426	-52,49	-50,617	-53,907	-51,935	-48,422	-52,68	-50,595	-50,488	-58,321	-55,929	-53,061	-54,201	-50,694	-55,173	-50,743	-62,013	-56,179	-52,553	-54,163	-49,502	-53,69	-55,206	-61,271	-59,656	-52,907	-51,671	-53,764	-51,619	-52,435	-62,507	-52,278	-49,106	-51,141	-53,429	-48,406	-49,985	-54,418	-54,33	-44,838	-45,516	-51,746	-48,919	-47,109	-45,497	-47,576	-56,445	-46,656	-48,024	-49,491	-50,845	-47,104	-49,084	-48,993	-56,401	-49,114	-53,223	-52,108	-46,189	-47,156	-54,075	-55,973	-49,265	-47,557	-48,516	-51,715	-50,424	-51,523	-56,201	-49,702	-46,461	-50,488	-50,798
38	-49,114	-50,63	-50,466	-50,663	-49,304	-51,847	-50,427	-49,131	-44,494	-43,069	-45,733	-44,368	-46,299	-51,32	-46,406	-45,206	-48,516	-46,398	-44,887	-43,346	-44,434	-44,126	-44,898	-47,45	-49,955	-48,021	-46,409	-47,194	-49,881	-50,084	-46,115	-43,868	-46,741	-46,203	-47,038	-48,299	-52,21	-50,694	-50,666	-49,351	-47,851	-48,436	-52,965	-47,321	-46,752	-48,532	-51,1	-50,054	-52,13	-47,568	-46,958	-44,321	-45,464	-47,189	-43,442	-46,472	-47,87	-48,735	-50,845	-46,659	-46,711	-46,173	-44,816	-42,932	-43,97	-44,753	-46,118	-44,113	-45,074	-43,096	-44,006	-42,937	-40,572	-41,036	-44,445	-47,414	-51,213	-48,191	-51,345	-45,75	-44,942	-44,981	-41,363	-38,754	-40,284	-42,959	-41,742	-39,375	-41,83	-45,972	-40,806	-40,402	-40,24	-40,841	-45,189	-45,294	-46,324	-41,245	-40,045	-45,637	-44,442	-45,362	-45,36	-43,453	-40,561	-44,926	-36,837	-41,509	-45,744	-45,071	-49,633	-44,533	-51,658	-43,959	-46,543	-57,341	-55,473	-44,607	-43,206	-48,123	-50,389	-56,591	-59,335	-49,405	-56,789	-51,438	-61,529	-51,921	-52,754	-48,301	-50,644	-51,935	-48,73	-49,04	-53,97	-51,106	-52,718	-51,974	-57,179	-54,413	-53,937	-49,548	-50,015	-55,613	-57,445	-62,405	-50,63	-56,478	-50,273	-51,902	-50,265	-53,24	-56,442	-58,404	-50,793	-51,435	-57,198	-51,842	-54,594	-52,831	-50,776	-52,443	-52,138	-51,419	-47,785	-48,774	-59,225	-45,497	-45,7	-52,188	-49,084	-47,06	-45,931	-46,288	-59,686	-46,813	-44,503	-49,73	-50,076	-48,304	-47,491	-47,999	-55,929	-50,301	-54,652	-51,059	-47,48	-45,939	-47,7	-51,96	-49,103	-46,241	-49,167	-50,834	-58,239	-50,79	-53,795	-52,136	-45,914	-47,988	-50,603
40	-48,592	-48,917	-52,1	-53,907	-51,724	-53,575	-53,064	-49,087	-48,134	-46,568	-48,071	-45,994	-46,829	-50,114	-50,051	-48,614	-47,411	-47,211	-44,766	-44,091	-44,321	-44,602	-43,772	-46,546	-48,669	-50,674	-46,354	-50,817	-49,51	-46,239	-44,464	-43,107	-47,101	-46,263	-46,093	-46,684	-49,427	-47,873	-53,006	-52,328	-48,26	-46,623	-49,881	-47,222	-47,963	-48,271	-58,483	-49,532	-52,02	-48,178	-49,051	-44,324	-45,906	-46,538	-42,951	-45,662	-49,054	-47,269	-49,013	-46,741	-46,502	-48,928	-44,316	-43,291	-44,934	-44,865	-46,637	-43,695	-43,5	-43,396	-43,909	-42,717	-40,679	-41,251	-46,574	-45,761	-49,188	-46,846	-51,298	-45,406	-46,321	-42,781	-41,207	-38,465	-38,509	-40,157	-42,091	-38,935	-41,523	-45,214	-39,929	-40,023	-40,163	-39,905	-43,94	-44,937	-46,25	-41,877	-40,223	-44,212	-43,486	-42,86	-45,563	-43,127	-39,471	-44,019	-37,282	-41,429	-44,063	-43,72	-48,952	-44,58	-47,84	-43,588	-45,203	-49,647	-54,984	-44,283	-43,813	-49,683	-53,067	-54,253	-51,963	-50,419	-55,531	-53,951	-50,059	-51,691	-52,289	-51,021	-49,76	-50,306	-50,018	-50,235	-52,289	-47,282	-51,457	-51,309	-55,976	-55,627	-49,982	-53,16	-57,299	-51,531	-56,368	-51,501	-52,292	-60,378	-50,504	-55,072	-55,19	-53,819	-55,849	-56,003	-52,647	-56,036	-53,965	-63,175	-56,36	-50,133	-52,388	-56,462	-56	-50,9	-47,67	-56,506	-51,823	-46,184	-46,038	-58,89	-46,299	-47,269	-46,87	-45,233	-54,97	-47,071	-46,131	-48,384	-52,68	-50,051	-48,076	-46,5	-54,338	-52,732	-60,436	-48,386	-46,697	-48,191	-46,865	-53,028	-52,759	-46,607	-47,9	-50,809	-56,585	-57,917	-54,792	-50,578	-45,774	-45,961	-53,679
42	-47,887	-51,573	-53,325	-52,427	-50,894	-53,855	-51,891	-47,722	-50,202	-45,214	-47,519	-45,244	-46,752	-48,244	-51,875	-48,507	-48,441	-48,378	-45,445	-43,355	-44,275	-43,942	-44,088	-46,755	-48,658	-47,137	-47,293	-49,955	-48,241	-45,25	-44,387	-43,102	-47,285	-45,755	-44,934	-47,285	-48,988	-49,109	-52,888	-49,856	-46,634	-46,678	-50,565	-46,038	-49,235	-47,076	-54,75	-50,186	-50,216	-49,73	-47,148	-43,47	-45,868	-46,546	-42,973	-46,255	-48,936	-50,842	-48,669	-47,28	-47,074	-46,777	-45,016	-42,588	-44,753	-44,19	-46,093	-44,654	-44,588	-43,083	-43,294	-42,226	-40,396	-41,616	-45,972	-46,208	-49,872	-46,362	-47,744	-45,079	-46,173	-42,753	-40,605	-38,46	-38,658	-39,778	-40,737	-38,394	-43,904	-44,074	-40,402	-38,853	-38,891	-39,325	-45,25	-43,813	-43,83	-42,237	-41,558	-43,973	-42,8	-42,13	-44,544	-42,36	-38,899	-41,729	-36,227	-39,897	-41,561	-42,215	-48,518	-46,079	-46,851	-43,096	-44,846	-50,183	-51,814	-44,294	-43,846	-51,328	-52,528	-52,278	-51,735	-49,636	-54,349	-51,229	-65,267	-50,606	-50,194	-51,847	-49,815	-49,32	-48,29	-49,164	-52,99	-48,79	-47,84	-52,191	-51,899	-56,852	-58,788	-48,623	-53,462	-52,773	-53,652	-50,735	-58,733	-52,402	-48,853	-54,819	-52,386	-54,748	-50,836	-55,528	-51,427	-51,551	-53,484	-54,209	-53,218	-50,913	-61,332	-58,39	-51,007	-50,087	-46,593	-57,14	-51,573	-46,261	-45,654	-52,051	-45,75	-46,903	-47,063	-46,228	-52,289	-45,958	-49,057	-48,142	-49,441	-46,818	-49,911	-47,236	-53,498	-47,821	-56,05	-51,4	-46,601	-47,936	-49,677	-52,427	-49,65	-46,881	-47,266	-47,653	-57,253	-52,822	-51,779	-51,273	-45,516	-48,279	-55,305
